ID,Software,Link,Evaluator1,Evaluator2,Evaluator3,Final Decision
C1152,Nginx,https://stackoverflow.com/questions/36182242/aws-elb-backend-server-over-https-with-self-signed-certificate,Exclude,Exclude,,Exclude
C1153,Nginx,https://stackoverflow.com/questions/36202121/setup-slimphp-htaccess-in-nginx,Exclude,Exclude,,Exclude
C1154,Nginx,https://stackoverflow.com/questions/35421797/why-nginx-adds-5c-before-domain,Exclude,Exclude,,Exclude
C1155,Nginx,https://stackoverflow.com/questions/47363455/running-more-than-two-web-applications-on-nginx,Include,Include,,Include
C1156,Nginx,https://serverfault.com/questions/874765/how-to-set-up-nginx-in-ubuntu-with-virtualbox,Include,Include,,Include
C1157,Nginx,https://stackoverflow.com/questions/44301644/symfony-nginx-configuration-error-fastcgi-sent-in-stderr-primary-script-unk,Include,Include,,Include
C1158,Nginx,https://serverfault.com/questions/823723/nginx-php-fpm-permission-denied-while-connecting-to-upstream,Include,Include,,Include
C1159,Nginx,https://stackoverflow.com/questions/44301644,Include,Exclude,Exclude,Exclude
C1160,Nginx,https://stackoverflow.com/questions/41426617/nginx-config-to-proxy-pass-to-external-ip-and-port-https-http,Exclude,Exclude,,Exclude
C1161,Nginx,https://stackoverflow.com/questions/41431001/disable-ssl-in-cloudflare-and-using-in-server-side-ubuntu-and-nginx,Exclude,Exclude,,Exclude
C1162,Nginx,https://stackoverflow.com/questions/41435485/django-ajax-requests-during-regular-request-not-going-through,Exclude,Exclude,,Exclude
C1163,Nginx,https://stackoverflow.com/questions/41469810/bare-minimal-flup-fastcgi-server-not-working-with-nginx,Exclude,Exclude,,Exclude
C1164,Nginx,https://stackoverflow.com/questions/41476675/when-deploying-a-docker-container-to-aws-do-i-need-to-deploy-my-own-reverse-pro,Exclude,Exclude,,Exclude
C1165,Nginx,https://stackoverflow.com/questions/41532862/simplified-php-cgi-alike-django-application-deployment,Exclude,Exclude,,Exclude
C1166,Nginx,https://stackoverflow.com/questions/41545770/vue-router-history-mode-with-express-and-nginx-reverse-proxy,Exclude,Exclude,,Exclude
C1167,Nginx,https://stackoverflow.com/questions/41551137/using-ssl-certificate-files-outside-container-on-jelastic,Exclude,Exclude,,Exclude
C1168,Nginx,https://stackoverflow.com/questions/41559947/how-to-expose-server-port-in-upstream-block-of-nginx-configuration,Exclude,Exclude,,Exclude
C1169,Nginx,https://stackoverflow.com/questions/50482341/django-nginx-gunicorn-404-on-any-other-page-than-the-root,Include,Include,,Include
C1170,Nginx,https://serverfault.com/questions/946614/502-bad-gateway-because-of-undefined-index,Include,Include,,Include
C1171,Nginx,https://stackoverflow.com/questions/53173738,Include,Include,,Include
C1172,Nginx,https://serverfault.com/questions/932600/nginx-proxy-configuration-error-crit-pread,Include,Exclude,Exclude,Exclude
C1173,Nginx,https://stackoverflow.com/questions/53642626/nginx-mywebsite-intweb-net-redirected-you-too-many-times-err-too-many-redirect,Include,Include,,Include
C1174,Nginx,https://serverfault.com/questions/920075/raised-php7-0-fpm-capacity-still-overloads,Include,Include,,Include
C1175,Nginx,https://serverfault.com/questions/921985/gitlab-behind-nginx-doesnt-work,Include,Include,,Include
C1176,Nginx,https://stackoverflow.com/questions/53952886/how-to-upload-an-image-using-nodejs-nginx-and-base64-413-payloadtoolargeerror,Include,Include,,Include
C1177,Nginx,https://stackoverflow.com/questions/49469351/git-push-missing-required-host-header-to-host-gitlab-repository,Exclude,Exclude,,Exclude
C1178,Nginx,https://stackoverflow.com/questions/49522998/how-to-get-nginx-to-handle-https-for-keycloak,Exclude,Exclude,,Exclude
C1179,Nginx,https://stackoverflow.com/questions/49618622/allowed-memory-size-exhausted-in-symfony-3-3,Exclude,Exclude,,Exclude
C1180,Nginx,https://stackoverflow.com/questions/49647277/gunicorn-nginx-permission-denied-while-connecting-to-upstream,Exclude,Exclude,,Exclude
C1181,Nginx,https://stackoverflow.com/questions/49663861/laravel-cant-download-file-from-storage-at-ubuntu-server-with-nginx,Exclude,Exclude,,Exclude
C1182,Nginx,https://stackoverflow.com/questions/49699482/uriinvalidcomponenterror-bad-componentexpected-scheme-component-https,Exclude,Exclude,,Exclude
C1183,Nginx,https://stackoverflow.com/questions/49700124/configuring-php-with-nginx-inside-a-reactjs-app,Exclude,Exclude,,Exclude
C1184,Nginx,https://stackoverflow.com/questions/51133137/nginx-emerg-server-directive-is-not-allowed-here,Exclude,Exclude,,Exclude
C1185,Nginx,https://stackoverflow.com/questions/48955685/making-an-https-tls-request-from-openresty-lua,Exclude,Exclude,,Exclude
C1186,Nginx,https://serverfault.com/questions/963306/how-do-i-get-nginx-to-work-with-subdirectories-nginx-lets-encrypt-basic-aut,Include,Include,,Include
C1187,Nginx,https://serverfault.com/questions/984534/php-fpm-couldnt-find-script-until-i-moved-in-a-specific-directory,Include,Include,,Include
C1188,Nginx,https://serverfault.com/questions/952225/specify-directory-location-for-sub-domain-in-nginx-for-cacti,Include,Include,,Include
C1189,Nginx,https://serverfault.com/questions/986001/installing-letsencrypt-ssl-on-amazon-linux-with-nginx-php-fpm-gives-the-conne,Include,Include,,Include
C1190,Nginx,https://serverfault.com/questions/979612/yet-another-pdo-could-not-find-driver-issue,Include,Include,,Include
C1191,Nginx,https://stackoverflow.com/questions/56588647/proxy-protocol-with-nginx-lxd-lxc-and-kong,Include,Include,,Include
C1192,Nginx,https://stackoverflow.com/questions/56823594/cannot-use-url-to-navigate-in-react-through-nginx,Include,Include,,Include
C1193,Nginx,https://stackoverflow.com/questions/57240475/nginx-configuration-for-node-subdomain-gives-502-error,Include,Include,,Include
C1194,Nginx,https://stackoverflow.com/questions/54007569/how-to-config-nginx-for-vue-router-on-docker,Exclude,Exclude,,Exclude
C1195,Nginx,https://stackoverflow.com/questions/54014412/https-nginx-403-forbidden,Exclude,Exclude,,Exclude
C1196,Nginx,https://stackoverflow.com/questions/54019062/how-to-send-requests-from-nginx-react-container-to-a-spring-boot-container,Exclude,Exclude,,Exclude
C1197,Nginx,https://stackoverflow.com/questions/54019648/kubernetes-nginx-refresh-ip-address-when-upstream-service-ip-changes,Exclude,Exclude,,Exclude
C1198,Nginx,https://stackoverflow.com/questions/54032323/how-do-i-change-the-name-on-nginx-hls-file,Exclude,Exclude,,Exclude
C1199,Nginx,https://stackoverflow.com/questions/54038561/nginx-to-proxy-elk,Exclude,Exclude,,Exclude
C1200,Nginx,https://stackoverflow.com/questions/54042445/set-limit-req-for-specific-location-in-nginx-ingress,Exclude,Exclude,,Exclude
C1201,Nginx,https://stackoverflow.com/questions/54056669/single-page-html-website-nginx-403-forbidden,Exclude,Exclude,,Exclude
C1202,Nginx,https://stackoverflow.com/questions/64996430/my-https-ssl-tls-nginx-configuration-give-me-timeout,Include,Include,,Include
C1203,Nginx,https://stackoverflow.com/questions/63178715/sec-error-adding-cert-error-adding-certificate-to-database,Include,Include,,Include
C1204,Nginx,https://stackoverflow.com/questions/61701266/500-error-on-moving-project-to-another-server,Include,Include,,Include
C1205,Nginx,https://serverfault.com/questions/1030964/haproxy-edge-redirecting-to-proxy-port-instead-of-proxying-for-certain-uri-pat,Include,Include,,Include
C1206,Nginx,https://stackoverflow.com/questions/62352790/websockets-not-working-on-ios-and-safari-ossstatus-error-9837,Include,Include,,Include
C1207,Nginx,https://stackoverflow.com/questions/63774412/nginx-not-serving-the-sitemap-file,Include,Include,,Include
C1208,Nginx,https://stackoverflow.com/questions/63289848/kubernetes-nginx-ingress-error-with-configuration-snippet,Include,Include,,Include
C1209,Nginx,https://serverfault.com/questions/1022324/nginx-cannot-serve-with-permission-error,Include,Include,,Include
C1210,Nginx,https://stackoverflow.com/questions/64268764/nginx-php-fpm-scaling-issues-on-aws-ec2-instance,Include,Include,,Include
C1211,Nginx,https://stackoverflow.com/questions/61846285/nginx-regex-engine-on-url-rewrite-doesnt-support-squiggly-brackets,Exclude,Exclude,,Exclude
C1212,Nginx,https://stackoverflow.com/questions/64214321/segmentation-fault-core-dumped-when-using-nginx-reverse-proxy-flask,Exclude,Exclude,,Exclude
C1213,Nginx,https://stackoverflow.com/questions/68334352/nginx-ssl-react-node-response-is-timeout,Include,Include,,Include
C1214,Nginx,https://stackoverflow.com/questions/65656649/,Include,Exclude,Include,Include
C1215,Nginx,https://stackoverflow.com/questions/65543927/kubernetes-ingress-server-alias-only-applies-to-one-ingress-host,Exclude,Exclude,,Exclude
C1216,Nginx,https://stackoverflow.com/questions/65549436/session-affinity-cookie-not-working-anymore-kubernetes-with-nginx-ingress,Exclude,Exclude,,Exclude
C1217,Nginx,https://stackoverflow.com/questions/65553428/cors-configuration-ok-on-the-server-but-client-thinks-its-not,Exclude,Exclude,,Exclude
C1218,Nginx,https://stackoverflow.com/questions/65554896/nginx-server-configuration-hostname-not-resolving-on-subdomain,Exclude,Exclude,,Exclude
C1219,Nginx,https://stackoverflow.com/questions/65567055/can-i-return-404-in-nginx-when-the-url-contains-a-file-extension,Exclude,Exclude,,Exclude
C1220,Nginx,https://stackoverflow.com/questions/65570735/jenkins-on-k8s-oidc-redirect-behind-nginx-reverse-proxy,Exclude,Exclude,,Exclude
C1221,Nginx,https://stackoverflow.com/questions/72840115,Include,Exclude,Include,Include
C1222,Nginx,https://stackoverflow.com/questions/72430595,Include,Include,,Include
C1223,Nginx,https://stackoverflow.com/questions/72675848,Include,Include,,Include
C1224,Nginx,https://stackoverflow.com/questions/72502807,Include,Include,,Include
C1225,Nginx,https://stackoverflow.com/questions/72093387,Include,Include,,Include
C1226,Nginx,https://stackoverflow.com/questions/71462799,Include,Include,,Include
C1227,Nginx,https://stackoverflow.com/questions/71326580,Include,Include,,Include
C1228,Nginx,https://stackoverflow.com/questions/71239175/,Include,Include,,Include
C1229,Nginx,https://stackoverflow.com/questions/70095266,Include,Include,,Include
C1230,Nginx,https://serverfault.com/questions/1111604/,Include,Include,,Include
C1231,Nginx,https://serverfault.com/questions/1103573,Include,Include,,Include
C1232,Nginx,https://serverfault.com/questions/1102199/,Include,Include,,Include
C1233,Nginx,https://stackoverflow.com/questions/71489437,Include,Include,,Include
C1234,Nginx,https://stackoverflow.com/questions/72855671,Include,Include,,Include
C1235,Nginx,https://stackoverflow.com/questions/74238832,Include,Include,,Include
C1236,Nginx,https://stackoverflow.com/questions/72735826/,Include,Include,,Include
C1237,Nginx,https://stackoverflow.com/questions/71475528/,Include,Include,,Include
C1238,Nginx,https://stackoverflow.com/questions/74927448,Include,Include,,Include
C1239,Nginx,https://stackoverflow.com/questions/74770177/,Include,Include,,Include
C1240,Nginx,https://stackoverflow.com/questions/73462828,Include,Include,,Include
C1241,Nginx,https://stackoverflow.com/questions/73184948,Include,Include,,Include
C1242,Nginx,https://stackoverflow.com/questions/72129793,Include,Include,,Include
C1243,Nginx,https://stackoverflow.com/questions/71907762,Include,Include,,Include
C1244,Nginx,https://stackoverflow.com/questions/70887445,Include,Include,,Include
C1245,Nginx,https://stackoverflow.com/questions/70886968,Include,Include,,Include
C1246,Nginx,https://stackoverflow.com/questions/70848961,Include,Include,,Include
C1247,Nginx,https://serverfault.com/questions/1106440/,Include,Include,,Include
C1248,Nginx,https://serverfault.com/questions/1115189,Include,Include,,Include
C1249,Nginx,https://serverfault.com/questions/1114355/,Include,Include,,Include
C1250,Nginx,https://stackoverflow.com/questions/72147711,Include,Include,,Include
C1251,Nginx,https://stackoverflow.com/questions/72522017/,Include,Include,,Include
C1252,Nginx,https://stackoverflow.com/questions/73036677,Include,Include,,Include
C1253,Nginx,https://stackoverflow.com/questions/72840115,Include,Exclude,Exclude,Exclude
C1254,Nginx,https://stackoverflow.com/questions/72937572,Include,Include,,Include
C1255,Nginx,https://serverfault.com/questions/1114122/,Include,Include,,Include
C1256,Nginx,https://stackoverflow.com/questions/71317809/,Include,Include,,Include
C1257,Nginx,https://stackoverflow.com/questions/74735021,Include,Include,,Include
C1258,Nginx,https://stackoverflow.com/questions/74868724,Include,Include,,Include
C1259,Nginx,https://stackoverflow.com/questions/74755384/,Include,Include,,Include
C1260,Nginx,https://stackoverflow.com/questions/73617220,Include,Include,,Include
C1261,Nginx,https://stackoverflow.com/questions/73236968,Include,Include,,Include
C1262,Nginx,https://stackoverflow.com/questions/72480039/,Include,Include,,Include
C1263,Nginx,https://stackoverflow.com/questions/72405739,Include,Include,,Include
C1264,Nginx,https://stackoverflow.com/questions/72158497,Include,Include,,Include
C1265,Nginx,https://stackoverflow.com/questions/71435230,Include,Include,,Include
C1266,Nginx,https://stackoverflow.com/questions/71326580,Include,Exclude,Exclude,Exclude
C1267,Nginx,https://stackoverflow.com/questions/70937709/,Include,Include,,Include
C1268,Nginx,https://stackoverflow.com/questions/71220793,Include,Include,,Include
C1269,Nginx,https://stackoverflow.com/questions/70741577,Include,Include,,Include
C1270,Nginx,https://stackoverflow.com/questions/70908535,Include,Include,,Include
C1271,Nginx,https://stackoverflow.com/questions/70804998/,Include,Include,,Include
C1272,Nginx,https://stackoverflow.com/questions/70552576,Include,Include,,Include
C1273,Nginx,https://stackoverflow.com/questions/71717423/dockerized-nginx-configuration-with-reactjs-app-running-on-azure-container-inst,Exclude,Exclude,,Exclude
C1274,Nginx,https://stackoverflow.com/questions/71725166/bad-request-csrf-token-not-found-csrf-handling-for-flask-wtf,Exclude,Exclude,,Exclude
C1275,Nginx,https://stackoverflow.com/questions/71819652/nginx-upstream-proxy-pass-not-working-for-heroku,Exclude,Exclude,,Exclude
C1276,Nginx,https://stackoverflow.com/questions/71823255/gunicorn-error-unrecognized-arguments-wsgiapplication,Exclude,Exclude,,Exclude
C1277,Nginx,https://stackoverflow.com/questions/71847448/static-build-of-nginx,Exclude,Exclude,,Exclude
C1278,Nginx,https://stackoverflow.com/questions/71849850/how-can-nginx-be-configured-to-forward-different-locations-to-different-local-po,Exclude,Exclude,,Exclude
C1279,Nginx,https://stackoverflow.com/questions/71886177/how-to-configure-cache-response-header-for-root-path-only,Exclude,Exclude,,Exclude
C1280,Nginx,https://stackoverflow.com/questions/71907762/nginx-websocket-config-wss-config-in-nginx,Exclude,Exclude,,Exclude
C1281,Nginx,https://stackoverflow.com/questions/71930122/how-to-keep-docker-name-resolution-when-html-from-nginx-try-to-consume-webapi-se,Exclude,Exclude,,Exclude
C1282,Nginx,https://stackoverflow.com/questions/71188827/websocket-connection-does-not-happen-and-connection-request-gets-400-error-nginx,Exclude,Exclude,,Exclude
C1283,Nginx,https://stackoverflow.com/questions/71210935/remove-a-part-of-a-log-in-loki,Exclude,Exclude,,Exclude
C1284,Nginx,https://stackoverflow.com/questions/71220420/nginx-display-custom-error-page-if-folder-does-not-exist,Exclude,Exclude,,Exclude
C1285,Nginx,https://stackoverflow.com/questions/71273180/gitlab-kubernetes-agent-behind-nginx-reverse-proxy,Exclude,Exclude,,Exclude
C1286,Nginx,https://stackoverflow.com/questions/71317809/how-to-increase-file-upload-size-in-django-application-running-on-ec2-instance-w,Exclude,Exclude,,Exclude
C1287,Nginx,https://stackoverflow.com/questions/71366555/cannot-see-initial-page-from-nginx-in-other-computers-in-same-lan-on-fedora-35,Exclude,Exclude,,Exclude
C1288,Nginx,https://stackoverflow.com/questions/71560374/permessage-deflate-extension-breaks-socket-io-websocket-communication-400-bad-r,Exclude,Exclude,,Exclude
C1289,Nginx,https://stackoverflow.com/questions/71797414/how-to-change-nginx-configuration-context-uri-for-odoo,Exclude,Exclude,,Exclude
C1290,Nginx,https://stackoverflow.com/questions/71812232/why-connection-refused-error-on-simple-docker-nginx-configuration,Exclude,Exclude,,Exclude
C1291,Nginx,https://stackoverflow.com/questions/71886926/sharing-location-configuration-in-nginx,Exclude,Exclude,,Exclude
C1292,Nginx,https://stackoverflow.com/questions/71935922/nginx-access-rights-using-string-interpolated-file-location,Exclude,Exclude,,Exclude
C1293,Nginx,https://stackoverflow.com/questions/71969857/nginx-setup-to-match-proxy-middleware-configuration,Exclude,Exclude,,Exclude
C1294,Nginx,https://stackoverflow.com/questions/72010929/socket-io-on-docker-compose-stack-node-angular,Exclude,Exclude,,Exclude
C1295,Nginx,https://stackoverflow.com/questions/72108003/err-ssl-unrecognized-name-alert-nginx,Exclude,Exclude,,Exclude
C1296,Nginx,https://stackoverflow.com/questions/72129793/nginx-kubernetes-ingress-returns-502,Exclude,Exclude,,Exclude
C1297,Nginx,https://stackoverflow.com/questions/72143337/flask-redirecting-leads-to-time-out-error,Exclude,Exclude,,Exclude
C1298,Nginx,https://stackoverflow.com/questions/72158497/nginx-constant-writes-causes-cpu-i-o-wait,Exclude,Exclude,,Exclude
C1299,Nginx,https://stackoverflow.com/questions/72162257/wordpress-error-404-in-migration-from-apache-to-nginx,Exclude,Exclude,,Exclude
C1300,Nginx,https://stackoverflow.com/questions/72190055/nginx-how-to-configure-the-dynamic-proxy-for-aws-s3-bucket,Exclude,Exclude,,Exclude
C1301,Nginx,https://stackoverflow.com/questions/72205206/digital-ocean-deployment-error-502-bad-gateway,Exclude,Exclude,,Exclude
C1302,Nginx,https://stackoverflow.com/questions/72269852/net-core-webapi-aws-elasticbeanstalk-nginx-configuration,Exclude,Exclude,,Exclude
C1303,Nginx,https://stackoverflow.com/questions/72271324/api-requests-that-need-authorization-return-cors-error,Exclude,Exclude,,Exclude
C1304,Nginx,https://stackoverflow.com/questions/72284389/why-cors-error-come-out-when-i-call-an-api,Exclude,Exclude,,Exclude
C1305,Nginx,https://stackoverflow.com/questions/72290874/custom-nginx-error-page-dont-work-in-production,Exclude,Exclude,,Exclude
C1306,Nginx,https://stackoverflow.com/questions/72972080/configure-nginx-for-nodejs-site-on-windows-server-2012,Exclude,Exclude,,Exclude
C1307,Nginx,https://serverfault.com/questions/1148839,Include,Include,,Include
C1308,Nginx,https://serverfault.com/questions/1130664,Include,Include,,Include
C1309,Nginx,https://stackoverflow.com/questions/75278778,Include,Include,,Include
C1310,Nginx,https://stackoverflow.com/questions/76945599,Include,Include,,Include
C1311,Nginx,https://stackoverflow.com/questions/76732588,Include,Include,,Include
C1312,Nginx,https://stackoverflow.com/questions/76747168,Include,Include,,Include
C1313,Nginx,https://stackoverflow.com/questions/76050367,Include,Include,,Include
C1314,Nginx,https://stackoverflow.com/questions/77487145,Include,Include,,Include
C1315,Nginx,https://stackoverflow.com/questions/77038929,Include,Include,,Include
C1316,Nginx,https://stackoverflow.com/questions/77579760,Include,Include,,Include
C1317,Nginx,https://stackoverflow.com/questions/77482842,Include,Include,,Include
C1318,Nginx,https://stackoverflow.com/questions/77379141,Include,Include,,Include
C1319,Nginx,https://stackoverflow.com/questions/77317363,Include,Include,,Include
C1320,Nginx,https://stackoverflow.com/questions/77163428,Include,Include,,Include
C1321,Nginx,https://stackoverflow.com/questions/76948179,Include,Include,,Include
C1322,Nginx,https://stackoverflow.com/questions/76956106,Include,Include,,Include
C1323,Nginx,https://stackoverflow.com/questions/76841799,Include,Include,,Include
C1324,Nginx,https://stackoverflow.com/questions/76448293,Include,Include,,Include
C1325,Nginx,https://stackoverflow.com/questions/76259258/,Include,Include,,Include
C1326,Nginx,https://stackoverflow.com/questions/76150479,Include,Include,,Include
C1327,Nginx,https://stackoverflow.com/questions/75982950/,Include,Include,,Include
C1328,Nginx,https://stackoverflow.com/questions/75964831/,Include,Include,,Include
C1329,Nginx,https://stackoverflow.com/questions/75467251/,Include,Include,,Include
C1330,Nginx,https://stackoverflow.com/questions/75407845/,Include,Include,,Include
C1331,Nginx,https://serverfault.com/questions/1128178/,Include,Include,,Include
C1332,Nginx,https://serverfault.com/questions/1120197/,Include,Include,,Include
C1333,Nginx,https://stackoverflow.com/questions/76853418,Include,Include,,Include
C1334,Nginx,https://stackoverflow.com/questions/75412175/,Include,Include,,Include
C1335,Nginx,https://stackoverflow.com/questions/77065725,Include,Exclude,Include,Include
C1336,Nginx,https://stackoverflow.com/questions/77543237,Include,Include,,Include
C1337,Nginx,https://stackoverflow.com/questions/77423069,Include,Include,,Include
C1338,Nginx,https://stackoverflow.com/questions/77065725,Include,Exclude,Exclude,Exclude
C1339,Nginx,https://stackoverflow.com/questions/76878906/,Include,Include,,Include
C1340,Nginx,https://stackoverflow.com/questions/76829379,Include,Include,,Include
C1341,Nginx,https://stackoverflow.com/questions/76818121/,Include,Include,,Include
C1342,Nginx,https://stackoverflow.com/questions/76726779/,Include,Include,,Include
C1343,Nginx,https://stackoverflow.com/questions/76418037,Include,Include,,Include
C1344,Nginx,https://stackoverflow.com/questions/76234540,Include,Include,,Include
C1345,Nginx,https://stackoverflow.com/questions/76140440/,Include,Include,,Include
C1346,Nginx,https://stackoverflow.com/questions/76134183,Include,Include,,Include
C1347,Nginx,https://stackoverflow.com/questions/76075537/,Include,Include,,Include
C1348,Nginx,https://stackoverflow.com/questions/75918429,Include,Include,,Include
C1349,Nginx,https://stackoverflow.com/questions/75347224,Include,Exclude,Exclude,Exclude
C1350,Nginx,https://stackoverflow.com/questions/75287059/,Include,Include,,Include
C1351,Nginx,https://stackoverflow.com/questions/75170803/,Include,Include,,Include
C1352,Nginx,https://stackoverflow.com/questions/75071474/,Include,Include,,Include
C1353,Nginx,https://stackoverflow.com/questions/75046077,Include,Include,,Include
C1354,Nginx,https://serverfault.com/questions/1127094,Include,Include,,Include
C1355,Nginx,https://stackoverflow.com/questions/75046077/,Include,Exclude,Exclude,Exclude
C1356,Nginx,https://serverfault.com/questions/1148484/,Include,Include,,Include
C1357,Nginx,https://serverfault.com/questions/1147982/,Include,Include,,Include
C1358,Nginx,https://serverfault.com/questions/1131843/,Include,Include,,Include
C1359,Nginx,https://stackoverflow.com/questions/74989971/hosting-fastapi-on-vast-ai-gpu-instance,Exclude,Exclude,,Exclude
C1360,Nginx,https://stackoverflow.com/questions/75006681/rewrite-uri-with-ingress-for-different-k8s-services,Exclude,Exclude,,Exclude
C1361,Nginx,https://stackoverflow.com/questions/75021497/nginx-returning-404-not-found-for-get-request,Exclude,Exclude,,Exclude
C1362,Nginx,https://stackoverflow.com/questions/75043336/basic-nginx-proxy-pass-example-is-serving-404s,Exclude,Exclude,,Exclude
C1363,Nginx,https://stackoverflow.com/questions/75071474/how-to-deploy-fastapi-app-to-ec2-with-docker-compose-yaml-and-dockerized-nginx-s,Exclude,Exclude,,Exclude
C1364,Nginx,https://stackoverflow.com/questions/75083219/nginx-ubuntu-user-password,Exclude,Exclude,,Exclude
C1365,Nginx,https://stackoverflow.com/questions/75095812/using-subdomains-on-cloud-run-with-nginx,Exclude,Exclude,,Exclude
C1366,Nginx,https://stackoverflow.com/questions/75110877/how-do-i-properly-configure-nginx-for-domain-name-access,Exclude,Exclude,,Exclude
C1367,Nginx,https://stackoverflow.com/questions/75114472/502-bad-gateway-in-production-with-nextjs-next-auth-with-url-api-auth-callback,Exclude,Exclude,,Exclude
C1368,Nginx,https://stackoverflow.com/questions/75120111/how-can-i-intercept-all-outgoing-responses-within-nginx-and-modify-them,Exclude,Exclude,,Exclude
C1369,Nginx,https://stackoverflow.com/questions/75141452/spring-boot-why-is-the-app-port-attached-to-dns-after-reverse-proxying,Exclude,Exclude,,Exclude
C1370,Nginx,https://stackoverflow.com/questions/75163763/git-server-cannot-push-unable-to-create-temporary-object-directory,Exclude,Exclude,,Exclude
C1371,Nginx,https://stackoverflow.com/questions/75176877/keycloack-in-prod-is-stuck-on-loading-admin-page,Exclude,Exclude,,Exclude
C1372,Nginx,https://stackoverflow.com/questions/75180825/nginx-configuration-for-static-html-css,Exclude,Exclude,,Exclude
C1373,Nginx,https://stackoverflow.com/questions/75184965/persistent-volume-claim-attach-to-kubernetes-deployment-to-access-files-present,Exclude,Exclude,,Exclude
C1374,Nginx,https://stackoverflow.com/questions/75201805/subdirectoriy-return-incorrect-content-nginx-autoindex-with-dynamic-path,Exclude,Exclude,,Exclude
C1375,Nginx,https://stackoverflow.com/questions/75207541/limit-req-in-nginx-in-docker-using-webdevops-php-nginx,Exclude,Exclude,,Exclude
C1376,Nginx,https://stackoverflow.com/questions/75234147/nginx-reverse-proxy-fails-to-access-prometheus-container,Exclude,Exclude,,Exclude
C1377,Nginx,https://stackoverflow.com/questions/75235718/mean-nginx-restart-server-when-trying-to-save-file,Exclude,Exclude,,Exclude
C1378,Nginx,https://stackoverflow.com/questions/75244135/kubernetes-nginx-controller-avoid-loading-assets-css-js-etc-via-302-redire,Exclude,Exclude,,Exclude
C1379,Nginx,https://stackoverflow.com/questions/75247903/aks-ingress-nginx-ingress-controller-failing-to-route-by-host,Exclude,Exclude,,Exclude
C1380,Nginx,https://stackoverflow.com/questions/75262031/how-to-set-up-strapi-through-nginx-with-ssl,Exclude,Exclude,,Exclude
C1381,Nginx,https://stackoverflow.com/questions/75263265/i-have-to-enter-my-login-twice-and-ssh-key-doesnt-work-on-a-dockerized-gitlab,Exclude,Exclude,,Exclude
C1382,Nginx,https://stackoverflow.com/questions/75264362/nginx-ingress-controller-returns-fake-certificate-for-one-ingress-but-the-right,Exclude,Exclude,,Exclude
C1383,Nginx,https://stackoverflow.com/questions/75275291/angular-home-page-component-routing-issue,Exclude,Exclude,,Exclude
C1384,Nginx,https://stackoverflow.com/questions/75287059/correct-proxy-configuration-for-nginx-server-to-access-rest-api,Exclude,Exclude,,Exclude
C1385,Nginx,https://stackoverflow.com/questions/75292053/nginx-not-appending-path-when-using-proxy-path,Exclude,Exclude,,Exclude
C1386,Nginx,https://stackoverflow.com/questions/75308060/django-static-files-are-not-found-inside-docker-container,Exclude,Exclude,,Exclude
C1387,Nginx,https://stackoverflow.com/questions/75326184/swashbuckle-swagger-try-it-out-behind-nginx-reverse-proxy,Exclude,Exclude,,Exclude
C1388,Nginx,https://stackoverflow.com/questions/75336216/nginx-is-it-possible-to-allow-access-from-certain-subnets-only-combining-with,Exclude,Exclude,,Exclude
C1389,Nginx,https://stackoverflow.com/questions/75347224/nginx-502-bad-gateway-if-index-html-is-not-in-url,Exclude,Exclude,,Exclude
C1390,Nginx,https://stackoverflow.com/questions/75347372/configuring-2-different-domain-on-2-different-ports-using-nginx-opening-same-web,Exclude,Exclude,,Exclude
C1391,Nginx,https://stackoverflow.com/questions/75359466/nginx-error-413-entity-too-large-on-aws-elb,Exclude,Exclude,,Exclude
C1392,Nginx,https://stackoverflow.com/questions/75371033/how-to-invoke-a-rest-api-from-one-flask-container-to-another-deployed-as-two-dif,Exclude,Exclude,,Exclude
C1393,Nginx,https://stackoverflow.com/questions/75407459/i-have-created-virtualhost-using-nginx-but-getting-403-forbidden,Exclude,Exclude,,Exclude
C1394,Nginx,https://stackoverflow.com/questions/75407845/unable-to-post-request-from-react-frontend-served-through-nginx-to-node-backend,Exclude,Exclude,,Exclude
C1395,Nginx,https://stackoverflow.com/questions/75413014/nginx-serves-only-react-html-code-in-js-static-build-files-after-adding-try-file,Exclude,Exclude,,Exclude
C1396,Nginx,https://stackoverflow.com/questions/75415423/prevent-nginx-from-serving-local-index-html-instead-of-passing-to-proxied-server,Exclude,Exclude,,Exclude
C1397,Nginx,https://stackoverflow.com/questions/75445857/beanstalks-nginx-not-picking-the-conf-file-on-my-application-source-bundle,Exclude,Exclude,,Exclude
C1398,Nginx,https://stackoverflow.com/questions/75446207/how-to-configure-nginx-reverse-proxy-to-support-external-site-in-iframes,Exclude,Exclude,,Exclude
C1399,Nginx,https://stackoverflow.com/questions/75446961/run-3-websites-on-one-domain-using-nginx,Exclude,Exclude,,Exclude
C1400,Nginx,https://stackoverflow.com/questions/75456504/nginx-cant-switch-root-folder-on-ubuntu-linux-aws-ec2-instance,Exclude,Exclude,,Exclude
C1401,Nginx,https://stackoverflow.com/questions/75467251/unable-to-set-custom-paths-for-multiple-apis-socket-io-expressjs-nginx,Exclude,Exclude,,Exclude
C1402,Nginx,https://stackoverflow.com/questions/75475879/nginx-conflicts-static-files-when-serving-multiple-react-apps-in-same-domin-usin,Exclude,Exclude,,Exclude
